Title/Subtitle,Checkouts - Local Patrons,Checkouts - Visiting Patrons
Arandanos para Sal,12,0
The Arapaho Indians,1,1
El árbol de la escuela,4,0
El árbol de los deseos,20,3
Un arbol es hermoso,8,0
El arbol generoso,15,0
Archaeologists dig for clues,0,0
Archaeopteryx : the first bird,21,0
Archeology,5,0
Archer's quest,9,0
Architecture,1,0
Architecture,1,1
Arctic animals,1,0
Arctic babies,2,0
Arctic foxes,5,1
The arctic incident : The graphic novel,46,0
La Ardilla Miedosa,40,0
La Ardilla Miedosa encuentra un amigo,4,0
La Ardilla Miedosa por la noche,22,0
La ardilla miedosa se prepara para la Navidad,5,2
Las ardillas,0,0
Are we there yet?,8,0
Are we there yet? : Europeans meet the Americans,0,0
Are you a butterfly?,5,0
Are you a horse?,19,2
Are you a ladybug?,3,0
Are you a snail?,2,0
Are you a spider?,5,1
Are you afraid yet? : the science behind scary stuff,7,0
Are you my friend today?,2,0
Are you my mother?,60,2
Are you ready to play outside?,0,0
Are you ready to play outside?,146,11
Are you scared yet Book one : haunted houses,18,0
"Are you there God? It's me, Margaret",1,0
Ares and the spear of fear,12,2
Arf! beg! catch : dogs from A to Z,5,0
Ariel The birthday surprise,42,0
Arizona,17,0
Arizona,19,0
Ark angel,2,0
The Arkadians,0,0
Arkansas,6,0
Arkansas,10,0
"Arletis, abuelo y el mensaje en la botella",1,0
Arlo Finch in the valley of fire,0,0
The armadillo from Amarillo,0,0
Armadillo rodeo,0,0
Armadillos,16,0
Armadillos,32,0
Armadillos sleep in dugouts : and other places animals live,0,0
Armando,6,1
Armando y la escuela de lona azul,3,0
Armor,0,0
Armstrong & Charlie,3,0
Army ants,1,0
[Āro to shōnen],2,0
Around the world in a hundred years : from Henry the Navigator to Magellan,0,0
Around the world in eighty days.,0,0
Around the world in eighty days,2,0
The arrival,5,0
"Arrorró, mi niño : Latino lullabies and gentle games",0,0
Arrow to Alaska : a Pacific Northwest adventure,0,0
Arrowhawk,6,2
Arroz con leche : popular songs and rhymes from Latin America,0,0
Art : an A-Z guide,0,0
Art dog,7,0
"Art from fabric : with projects using rags, old clothing, and remnants",5,0
Art from paper : with projects using waste paper and printed materials,4,0
"Art from wood : with projects using branches, leaves, and seeds",4,0
Art is everywhere : a book about Andy Warhol,2,0
The art lesson,0,0
The art lesson,5,0
Art & Max,6,0
The art of calligraphy,1,1
The art of making comic books,17,0
The art of the North American Indian,2,0
The art of the Northwest Coast Indians,2,0
ART2-D2 guía para plegar y garabatear,6,1
Artemis Fowl,44,1
Artemis Fowl,55,4
The Artemis Fowl files,9,0
Artemis Fowl : the Arctic Incident,9,0
Artemis Fowl : the Atlantis complex,9,0
Artemis Fowl : the eternity code,11,0
Artemis Fowl : the eternity code : the graphic novel,20,0
Artemis Fowl : the graphic novel,56,1
Artemis Fowl : the lost colony,6,0
Artemis Fowl : the opal deception,2,0
Artemis Fowl : the time paradox,14,0
Arthur,5,0
Arthur accused!,14,0
Arthur and the big blow-up,14,0
Arthur and the lost diary,10,0
Arthur and the poetry contest,17,0
Arthur and the race to read,10,0
Arthur and the scare-your-pants-off club,33,0
Arthur babysits,25,0
Arthur goes to camp,4,0
Arthur meets the President,47,2
Arthur Spiderwick's field guide to the fantastical world around you,1,1
Arthur tricks the tooth fairy,32,0
Arthur writes a story,85,1
Arthur's camp-out,5,0
Arthur's chicken pox,40,0
Arthur's Christmas cookies,3,0
Arthur's computer disaster,37,1
Arthur's eyes,27,1
Arthur's family vacation,89,2
Arthur's first sleepover,39,0
Arthur's funny money,30,1
Arthur's great big valentine,33,1
Arthur's honey bear,3,1
Arthur's loose tooth : story and pictures,26,0
Arthur's lost library book : D.W.'s imaginary friend,0,0
Arthur's lost puppy,58,1
Arthur's mystery envelope,16,1
Arthur's nose,13,0
Arthur's pet business,41,3
Arthur's prize reader,9,0
Arthur's reading race,14,0
Arthur's reading trick,48,0
Arthur's teacher trouble,55,3
The Articles of Confederation,0,0
Artist to artist : 23 major illustrators talk to children about their art.,15,0
The artist who painted a blue horse,28,2
Arturo y el desastre de la computadora,25,0
Arturo y el misterioso sobre,12,0
Arturo y sus problemas con el profesor : una aventura de Arturo,20,0
Aru Shah and the end of time,6,0
Aru Shah and the song of death,3,0
Aru Shah and the Tree of Wishes,2,0
Aru Shah y el árbol de los deseos,3,2
Aru Shah y el fin del tiempo,16,2
Aru Shah y la canción de la muerte,2,0
[Arŭmdaun ai] = Wonder,1,0
El asalto de los grillotopos,8,0
El ascenso del rey enano,1,0
Ash's quest from Kanto to Kalos : the official adventure guide,30,2
Asia,3,0
Asia,4,0
Asia,4,0
Asian crafts,4,0
Asian kites,0,0
Ask Albert Einstein,2,0
ASPCA dog training,12,0
Aster Aardvark's alphabet adventures,6,0
Asterix and Cleopatra,18,0
Asterix and Obelix all at sea,19,1
Asterix and son,15,0
"Asteroids, comets, and meteors",10,0
"Asteroids, comets and meteors",26,1
Astrid & Apollo and the fishing flop,1,0
Astrid & Apollo and the happy New Year,0,0
Astrid & Apollo and the soccer celebration,1,0
Astrid & Apollo and the starry campout,0,0
Astronaut handbook,4,0
Astronaut training,4,0
Astronáutica : la ciencia explicada a los más pequeños,2,0
The astronomically grand plan,5,0
Astronomy,17,0
Un asunto enmarañado,8,2
At the beach,0,0
At the bottom of the world,3,1
At the old haunted house,38,3
"At the same moment, around the world",3,0
Atalanta's race : a Greek myth,1,0
El ataque del Rey Dragón,3,0
Los ataques de tiburones de 1916,10,0
Atardecer en el pueblo fantasma,12,0
Athena the brain,43,1
Atherton : the house of power,3,0
Atlanta lowdown,0,0
Atlas,5,0
Atlas del mundo animal.,1,0
Atlas of countries,3,0
The atlas of endangered animals,2,0
Atlas of people,2,0
Atlas of plants,2,0
Atlas of the earth,4,0
"Atlas of the world in the age of discovery, 1453-1763",0,0
Atlas para niñas y niños : todo lo que necesitas saber de la Tierra en que vivimos,0,0
The atom bomb project,3,0
Atoms,0,0
Atoms and molecules,1,0
Atrapados,25,1
Atrapados en el parque de atracciones,11,1
"Attaboy, Sam!",1,0
Attack of the 50-foot Fly Guy,2,0
Attack of the 50-foot teacher,4,0
Attack of the bandit cats,98,0
Attack of the deranged mutant killer monster snow goons : a Calvin and Hobbes collection,66,0
Attack of the fluffy bunnies,3,0
Attack of the growling eyeballs,8,0
Attack of the jack-o'-lanterns,28,0
Attack of the mutant,11,0
Attack of the tagger,0,0
Attack of the trolls,17,1
Attack of the vampire weenies and other warped and creepy tales,7,0
Atticus of Rome : Rome 62 B.C,0,0
"The attractive story of magnetism with Max Axiom, super scientist",24,0
The attractive truth about magnetism,5,0
ATV racing,1,0
Audacity Jones steals the show,3,0
Audacity Jones to the rescue,3,0
El Audi R8,1,0
Auggie & me : three wonder stories,13,1
Auggie y yo : tres cuentos de la lección de August,7,2
Augustine,7,1
Aunt Chip and the great Triple Creek dam affair,0,0
Aunt Eater loves a mystery,0,0
Aunt Eater's mystery Halloween,9,0
Aunt Isabel makes trouble,0,0
Aunt Lulu,0,0
Auntie Yang's great soybean picnic,0,0
The austere academy,23,0
Australia,0,0
Australia,0,0
Australia,0,0
Australia.,0,0
Australia,1,0
Australia,1,0
Australia,1,0
Australia,2,0
Australia,3,0
Australia : the land down under.,0,0
Australian aborigines,1,0
El autob s m̀gico salta hasta llegar a casa : un libro sobre los hábitats de los animales,4,0
El autobús mágico conoce al escuadrón de desintegración : un libro sobre la descomposición,3,0
El autobus magico dentro de un huracan,3,0
El autobús mágico en el cuerpo humano,15,0
El autobús mágico en el fondo del mar.,14,0
El autobús mágico en el interior de la tierra.,16,0
El Autobus Magico En El Sistema Solar,5,0
El Autobus Magico En Tiempos De Los Dinosaurios,14,0
El Autobus magico explota : un libro sobre volcanes,3,0
El autobus magico se salpica todo : un libro sobre el ciclo del agua,4,0
El autobús mágico viaja por el agua,10,1
Los autobuses,4,0
Autumn,2,1
Autumn days,0,0
An autumn tale,3,1
Autumnblings : poems & paintings,1,0
Ava and the real Lucille,9,0
Avalanche,0,0
Avalanche alert,7,0
Avalanche dog heroes : Piper and friends learn to search the snow,3,0
Avatar : the last airbender : the promise. Part one,15,3
"Aven Green, sleuthing machine",7,0
Una aventura a pedir de boca,13,2
La aventura de la nutria de río,3,2
La aventura en globo de Natan,3,0
"Aventuras con el sonido con Max Axiom, supercientífico",18,6
Las aventuras de Batgirl en Super Hero High,15,1
Las aventuras de Beekle : el amigo (no) imaginario,6,2
Las aventuras de Katana en Super Hero High,10,2
Las aventuras de Supergirl en Super Hero High,11,2
Las aventuras de Tintin : al álbum de la película,10,0
Las aventuras de Tintin : el misterio de las carteras desaparecidas,3,0
Las aventuras de Tintin : fuga temeraria,8,0
Las aventuras de Tintin : novela,18,0
Las aventuras de Uuk y Gluk cavernicolas del futuro y maestros de kung fu,11,0
Las aventuras de Wonder Woman en Super Hero High,8,1
Las aventuras del Capitan Calzoncillos : una novela epica,12,1
Las aves = Birds,0,0
Aviva vs. the Dybbuk,0,0
Avril Crump and her amazing clones,2,0
Awesome ancient ancestors,0,0
Awesome Asian Americans : 20 stars who made America amazing,3,0
Awesome astronomy,35,0
Awesome Dawson,13,0
The awesome Egyptians,2,0
Awesome orange birthday,14,1
Awful Ogre's awful day : poems,1,0
Awkward / :,129,9
Axel la camioneta. Un camino rocoso,6,0
Axel la camioneta. Una carrera en la playa,4,0
Axel the truck : beach race,15,0
Axle Annie,35,2
"Azafrán, el hada amarilla",23,1
The Aztec,0,0
"Aztec, Inca & Maya",1,0
"B. Franklin, printer",0,0
Baa-choo!,13,0
Baa! : the most interesting book you'll ever read about genes and cloning,1,0
Baba Yaga : a Russian folktale,5,0
Babar and Father Christmas,0,0
Babar and the ghost,0,0
Babar loses his crown.,0,0
Babar the King,0,0
Babar's little circus star,0,0
Baba's gift : a Persian father's love of family,0,0
The Babe & I,5,1
Babe & me : a baseball card adventure,6,0
Babe Ruth,1,0
The Babe Ruth ballet school,0,0
"Babe the sheep pig : oops, pig",0,0
Babushka Baba Yaga,10,0
Babushka's Mother Goose,0,0
Baby animals,4,0
Baby animals,25,0
Baby animals 2,3,0
"Baby bear, baby bear, what do you see?",12,0
The baby beebee bird,2,0
Baby Beluga,0,0
Baby Bird's first nest,3,0
Baby Brains,12,2
Baby Brains and RoboMom,9,0
Baby Brains superstar,7,1
A baby duck story,18,0
A baby elephant in the wild,7,0
Baby Flo : Florence Mills lights up the stage,3,0
Baby Honu's incredible journey,9,1
"Baby Monkey, private eye",7,0
A baby penguin story,14,2
A baby polar bear story,29,0
Baby rattlesnake,2,1
A baby seal story,50,0
A baby sister for Frances,8,0
"The Baby-sitters club. 1, Kristy's great idea",53,2
"The Baby-sitter's Club. 2, The truth about Stacey",43,0
"The Baby-sitters club. 3, Mary Anne saves the day",38,1
"The Baby-sitters club. 4, Claudia and mean Janine",39,2
"The Baby-sitters club. 7, Boy-crazy Stacey",0,0
"The Baby-sitters club. 12, Jessi's secret language",5,0
Baby-sitters Club: Mary Anne and the secret in the attic,2,0
Babymouse (1) Queen of the World,102,3
"Babymouse. [3], Beach babe",106,3
"Babymouse. [5], Heartbreaker",76,2
"Babymouse. [8], Puppy love",99,2
"Babymouse. [9], Monster mash",81,0
"Babymouse. [10], The musical",92,1
"Babymouse. [12], Burns rubber",85,1
"Babymouse. [13], Cupcake tycoon",127,3
"Babymouse. [15], A very Babymouse Christmas",129,2
"Babymouse. [16], Babymouse for president",93,1
"Babymouse. [17], Extreme Babymouse",83,2
"Babymouse. 18, Happy birthday, Babymouse",73,5
"Babymouse. 19, Bad babysitter",44,1
"Babymouse. 20, Babymouse goes for the gold",22,2
Babymouse and the Christmas cupcakes,12,1
Babymouse : Camp Babymouse,93,1
Babymouse: Dragonslayer,84,0
Babymouse: mad scientist,120,1
Babymouse : our hero!,79,3
Babymouse : rock star,72,1
Babymouse : skater girl. #7,66,2
Back and forth,2,0
Back to school for Rotten Ralph,2,1
Backstage cat,3,0
Backyard animals,4,0
Backyard bear,1,0
Backyard birds of summer,7,0
Backyard camp-out,3,0
Backyard science experiments,4,0
"A bad, bad day",3,0
The bad beginning,47,0
Bad boys get cookie!,16,0
A bad case of stripes,32,3
"A bad case of the giggles : kids pick the funniest poems, book #2",4,0
Bad day at Riverbend,2,0
Bad day for ballet,1,0
Bad dog,11,0
Bad guy,9,0
The Bad Guys,99,3
The bad guys in alien vs bad guys,16,0
The bad guys in attack of the zittens,34,0
The Bad Guys in dawn of the underlord,8,1
The Bad Guys in do-you-think-he-saurus?!,31,0
The bad guys in intergalactic gas,12,1
The bad guys in mission unpluckable,35,0
The Bad Guys in open wide and say arrrgh!,5,0
The Bad Guys in superbad,3,0
The Bad Guys in the baddest day ever,12,0
The Bad Guys in the big bad wolf,20,0
The bad guys in the furball strikes back,40,1
The Bad Guys in the one?!,10,1
The Bad Guys in the others?!,4,0
Bad hair day,32,0
Bad island,58,4
Bad kitty,53,1
A Bad Kitty Christmas,48,0
Bad Kitty does not like candy,6,0
Bad Kitty drawn to trouble,16,2
Bad Kitty for president,72,1
Bad kitty gets a bath,37,0
Bad kitty goes to the vet,33,1
Bad kitty meets the baby,76,1
Bad Kitty no quiere bañarse,20,1
Bad Kitty : Puppy's big day,18,0
Bad Kitty school daze,91,2
Bad Kitty takes the test,11,1
Bad Kitty te invita a su fiesta de cumpleaños,40,2
Bad Kitty vs Uncle Murray : the uproar at the front door,57,0
Bad kitty y el bebé,20,4
Bad Kitty y el tío Benito,15,1
Bad magic,2,0
Bad news,1,1
"Bad news for outlaws : the remarkable life of Bass Reeves, deputy U.S. marshal",1,0
The bad seed,25,2
Bad sister,27,0
Badger in the basement,2,0
The bag I'm taking to Grandma's,0,0
Bah! Humbug?,0,0
Baila como una hoja,0,0
Bailey,19,0
Bailey School Kids: Pirates don't wear pink sunglasses,4,0
Bailey's story : a dog's purpose novel,19,0
Bajo la luna de limón,2,0
Bake infinite pie with X + Y,3,0
Bake like a pro!,4,0
Bake sale,8,0
Balance,2,1
Balance and motion.,0,0
The bald bandit,20,0
Bald eagles,11,0
Bald eagles,24,2
Ball,6,1
A ball for Daisy,13,0
The ballad of Lucy Whipple,0,0
The ballad of the pirate queens,0,0
Ballerina dreams,10,0
Ballet,6,1
Ballet Cat : Dance! Dance! Underpants!,27,0
Ballet Cat : the totally secret secret,6,0
Ballet for beginners,23,0
Ballet school,13,0
A balloon for Isabel,100,1
Balloon trip : a sketchbook,0,0
Balloons over Broadway : the true story of the puppeteer of Macy's Parade,0,0
"Baloncesto : grandes momentos, rédords y datos",2,0
Baloney (Henry P.),0,0
Baltazar and the flying pirates,12,0
Balto of the Blue Dawn,17,0
Bamboozled,0,0
Ban this book,7,1
The banana-leaf ball : how play can change the world,1,0
The banana split from outer space,0,0
A band of angels : a story inspired by the jubilee singers,3,0
Barack Obama,6,0
Barack Obama,7,0
Barack Obama : presidente de Estados Unidos,8,0
"Barack Obama : son of promise, child of hope",8,0
Barack Obama : United States President,3,0
Barakah Beats,2,0
Barakah Beats,4,2
Barb and the battle for Bailiwick,4,0
Barb and the ghost blade,13,0
Barb the last Berzerker,18,0
Barbara Bush : first lady of literacy,1,0
Barbara Frietchie,2,0
Barbara Jordan,0,0
El barco de los muertos,5,0
Barcos vikingos al amanecer,1,0
Barefoot Dreams of Petra Luna,1,0
A bargain for Frances,12,0
"Bark, George",16,2
Barkley,9,1
Barkus. Book 1,9,0
The barn,1,0
Barn dance!,0,0
Barn owls,2,1
The Barnabus project,4,0
Barnacles eat with their feet : delicious facts about the tide pool food chain,1,0
Barney's horse,23,0
Barnum Brown : dinosaur hunter,39,0
